customer_id,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
275420,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,1,0,0,1,0
468100,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,less1,4~8,1~3,,less1,1,0,0,0,1,0
194248,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,,less1,less1,4~8,1~3,less1,1,0,0,1,0,0
344344,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,31,Divorced,1,High School Graduate,Business & Financial,$25000 - $37499,,1~3,less1,1~3,less1,4~8,1,0,0,0,1,1
381465,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Male,36,Unmarried partner,1,Some college - no degree,Building & Grounds Cleaning & Maintenance,$25000 - $37499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
156520,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,1~3,4~8,4~8,never,1,1,0,0,1,1
136015,No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Male,50plus,Divorced,1,Some college - no degree,Production Occupations,$37500 - $49999,,1~3,4~8,4~8,gt8,4~8,1,1,0,0,1,1
427014,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,less1,1~3,less1,1,0,0,0,1,1
487884,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,,never,never,4~8,4~8,less1,1,1,1,0,1,1
251803,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$75000 - $87499,,1~3,less1,4~8,1~3,1~3,1,1,0,0,1,0
302723,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,41,Married partner,1,Some college - no degree,Education&Training&Library,$100000 or More,,never,gt8,gt8,gt8,4~8,1,0,0,1,0,0
155540,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,0,1,0
260767,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,36,Married partner,0,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,,less1,1~3,4~8,1~3,1~3,1,0,0,0,1,0
227190,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,1~3,1~3,1~3,1,1,0,1,0,1
465677,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,,less1,less1,1~3,1~3,less1,1,1,0,0,1,1
149100,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Male,50plus,Divorced,1,Some college - no degree,Production Occupations,$37500 - $49999,,1~3,4~8,4~8,gt8,4~8,1,0,0,0,1,1
287450,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,,never,never,1~3,gt8,1~3,1,1,0,0,1,1
147089,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,gt8,less1,1~3,never,1,1,0,0,1,0
468428,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,41,Single,1,Bachelors degree,Healthcare Support,$75000 - $87499,,less1,less1,1~3,1~3,less1,1,1,0,0,1,1
467563,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$37500 - $49999,,1~3,4~8,4~8,4~8,1~3,1,1,0,1,0,1
345093,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Divorced,1,Bachelors degree,Retired,Less than $12500,,never,4~8,gt8,gt8,less1,1,1,0,0,1,1
430839,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$100000 or More,,less1,never,1~3,less1,less1,1,0,0,0,1,0
387978,No Urgent Place,Friend(s),Sunny,55,10AM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Computer & Mathematical,$25000 - $37499,,less1,less1,4~8,1~3,never,1,1,0,0,1,1
379047,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Associates degree,Student,$75000 - $87499,,never,less1,1~3,1~3,less1,1,0,0,0,1,1
